HUR Hee-Been POSITION,HUR Hee-Been LAP TIME,HUR Hee-Been ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Kristen BIONDO POSITION,Kristen BIONDO LAP TIME,Kristen BIONDO ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
4,14.313,14.313,1,13.764,13.764,3,14.217,14.217,2,14.035,14.035
4,11.031,25.343,1,10.880,24.644,3,11.081,25.297,2,11.163,25.197
4,10.629,35.972,1,10.680,35.324,3,10.252,35.548,2,10.185,35.382
1,9.831,45.802,2,10.587,45.910,3,10.425,45.973,4,10.784,46.165
1,10.353,56.155,2,10.441,56.350,3,10.596,56.569,4,10.504,56.669
1,10.212,1:06.366,3,10.608,1:06.958,4,10.683,1:07.252,2,9.888,1:06.556
2,10.196,1:16.562,1,9.474,1:16.431,4,11.121,1:18.372,3,10.919,1:17.474
2,10.554,1:27.116,1,10.534,1:26.965,4,11.435,1:29.807,3,10.723,1:28.197
1,10.70,1:37.807,2,11.65,1:38.615,4,12.17,1:41.973,3,11.65,1:39.841
