Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME
3,7.488,7.488,1,7.110,7.110,2,7.245,7.245
3,10.056,17.544,1,9.536,16.645,2,9.501,16.746
3,9.517,27.060,1,9.219,25.864,2,9.203,25.948
3,9.668,36.727,1,9.354,35.218,2,9.308,35.255
3,9.88,46.601,2,9.55,44.769,1,9.41,44.657
