Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.78,6.78,2,6.95,6.95,4,7.38,7.38,3,7.07,7.07
1,9.16,15.94,4,10.95,17.90,3,9.33,16.71,2,9.17,16.24
1,8.57,24.51,4,10.93,28.83,3,8.74,25.45,2,8.61,24.85
1,8.77,33.28,4,11.55,40.38,3,8.99,34.44,2,8.90,33.75
1,9.10,42.377,4,12.36,52.735,3,9.31,43.742,2,9.25,43.000
