Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
1,6.78,6.78,2,6.98,6.98,3,7.17,7.17,4,7.47,7.47
1,9.15,15.93,2,9.16,16.14,3,9.22,16.39,4,9.13,16.60
1,8.65,24.58,2,8.62,24.76,4,8.73,25.12,3,8.44,25.04
1,8.75,33.33,2,8.70,33.46,4,8.85,33.97,3,8.62,33.66
1,9.01,42.337,2,9.01,42.469,4,9.10,43.064,3,8.94,42.596
