Uladzislau SHERAKOU POSITION,Uladzislau SHERAKOU LAP TIME,Uladzislau SHERAKOU ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,Cyril LAFARGE POSITION,Cyril LAFARGE LAP TIME,Cyril LAFARGE ELAPSED TIME,Daniel ZETZSCHE POSITION,Daniel ZETZSCHE LAP TIME,Daniel ZETZSCHE ELAPSED TIME
1,7.001,7.001,3,7.512,7.512,2,7.511,7.511,4,7.602,7.602
1,9.713,16.713,3,9.364,16.876,2,9.353,16.864,4,9.707,17.309
3,9.687,26.401,1,9.447,26.324,2,9.526,26.390,4,9.394,26.703
2,9.448,35.848,3,9.631,35.955,1,9.200,35.590,4,9.350,36.052
4,9.933,45.781,2,9.490,45.445,1,9.504,45.094,3,9.586,45.639
