LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Balazs KOVER POSITION,Balazs KOVER LAP TIME,Balazs KOVER ELAPSED TIME,Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME
2,16.819,16.819,3,16.935,16.935,4,17.066,17.066,1,16.597,16.597
2,13.693,30.511,3,13.669,30.603,4,13.742,30.807,1,13.789,30.386
1,13.264,43.774,3,13.240,43.843,4,13.434,44.241,2,13.430,43.816
1,11.343,55.116,4,11.551,55.393,2,10.928,55.169,3,11.437,55.252
1,10.110,1:05.226,3,10.023,1:05.416,4,10.277,1:05.446,2,10.049,1:05.301
1,9.602,1:14.828,3,9.520,1:14.935,4,9.734,1:15.179,2,9.611,1:14.912
1,9.328,1:24.156,3,9.440,1:24.375,4,9.574,1:24.753,2,9.307,1:24.218
1,9.193,1:33.348,3,9.269,1:33.643,4,9.799,1:34.551,2,9.177,1:33.395
1,9.30,1:42.639,3,9.65,1:43.289,4,10.19,1:44.741,2,9.48,1:42.876
