EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
2,7.14,7.14,1,6.95,6.95,3,7.24,7.24,4,7.24,7.24,5,7.45,7.45
2,8.78,15.92,1,8.83,15.78,4,9.23,16.47,3,9.02,16.26,5,9.06,16.51
2,8.31,24.23,1,8.35,24.13,4,8.64,25.11,3,8.62,24.88,5,8.73,25.24
2,8.41,32.64,1,8.40,32.53,4,8.69,33.80,3,8.69,33.57,5,8.65,33.89
2,8.57,41.208,1,8.62,41.149,4,8.75,42.548,3,8.90,42.461,5,9.16,43.044
