LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME
2,6.865,6.865,1,6.728,6.728,4,7.018,7.018,3,6.917,6.917
1,8.972,15.836,2,9.127,15.854,4,9.339,16.356,3,9.121,16.038
1,8.555,24.391,2,8.667,24.521,4,9.243,25.599,3,8.539,24.577
1,8.668,33.058,3,8.957,33.478,4,9.286,34.884,2,8.881,33.458
1,9.02,42.077,2,8.96,42.432,4,9.80,44.682,3,9.09,42.541
