HAN Seung Soo POSITION,HAN Seung Soo LAP TIME,HAN Seung Soo ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME
1,6.92,6.92,2,7.05,7.05,3,7.14,7.14,4,7.34,7.34
1,9.24,16.16,2,9.20,16.25,3,9.20,16.34,4,9.33,16.67
1,8.73,24.89,2,8.72,24.97,3,8.72,25.06,4,8.99,25.66
1,8.60,33.49,2,8.64,33.61,3,8.66,33.72,4,9.17,34.83
1,8.84,42.330,2,8.77,42.375,3,8.76,42.477,4,9.62,44.449
