REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,KIM Gun Woo POSITION,KIM Gun Woo LAP TIME,KIM Gun Woo ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME
1,6.88,6.88,2,6.91,6.91,3,7.06,7.06,5,7.20,7.20,3,7.06,7.06
1,9.01,15.89,2,9.19,16.10,4,9.15,16.21,5,9.03,16.23,3,9.10,16.16
1,8.26,24.15,2,8.30,24.40,4,8.47,24.68,5,8.59,24.82,3,8.39,24.55
1,8.29,32.44,2,8.20,32.60,4,8.19,32.87,5,8.30,33.12,3,8.25,32.80
1,8.51,40.95,2,8.46,41.06,3,8.39,41.26,4,8.51,41.63,5,24.55,57.35
