Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
1,7.37,7.37,2,7.49,7.49,3,7.68,7.68,4,7.79,7.79
1,9.50,16.87,2,9.49,16.98,3,9.43,17.11,4,9.44,17.23
1,8.87,25.74,2,8.88,25.86,3,8.85,25.96,4,8.86,26.09
1,9.08,34.82,4,9.37,35.23,2,9.14,35.10,3,9.07,35.16
1,9.32,44.140,4,9.61,44.839,2,9.46,44.556,3,9.57,44.722
