CHOE Un Song POSITION,CHOE Un Song LAP TIME,CHOE Un Song ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME
4,13.35,13.35,2,13.22,13.22,3,13.31,13.31,1,13.12,13.12,4,13.35,13.35
5,10.17,23.52,3,10.01,23.23,4,10.06,23.37,2,9.99,23.11,1,9.52,22.87
5,9.26,32.78,3,9.36,32.59,4,9.39,32.76,2,9.33,32.44,1,9.48,32.35
4,9.21,41.99,3,9.23,41.82,5,9.43,42.19,2,9.26,41.70,1,9.28,41.63
4,9.16,51.15,3,9.22,51.04,5,9.70,51.89,2,9.22,50.92,1,9.24,50.87
4,9.21,1:00.36,3,9.12,1:00.16,5,10.01,1:01.90,1,8.92,59.84,2,9.28,1:00.15
3,9.10,1:09.46,2,8.69,1:08.85,5,10.45,1:12.35,1,8.80,1:08.64,4,9.48,1:09.63
3,9.37,1:18.83,2,8.83,1:17.68,5,10.70,1:23.05,1,8.94,1:17.58,4,9.73,1:19.36
3,9.64,1:28.471,2,9.00,1:26.68,5,11.01,1:34.061,1,8.94,1:26.52,4,10.09,1:29.457
