Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME
2,6.99,6.99,1,6.75,6.75,3,7.10,7.10
2,8.84,15.83,1,8.86,15.61,3,9.11,16.21
2,8.25,24.08,1,8.39,24.00,3,8.73,24.94
2,8.43,32.51,1,8.39,32.39,3,8.87,33.81
2,8.68,41.189,1,8.67,41.054,3,9.17,42.975
