START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.30,8.30,2,8.39,8.39,5,8.84,8.84,4,8.69,8.69,3,8.50,8.50,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
1,12.59,20.89,2,12.58,20.97,5,12.54,21.38,4,12.53,21.22,3,12.57,21.07,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
2,12.23,33.12,1,12.14,33.11,5,12.24,33.62,4,12.27,33.49,3,12.22,33.29,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
2,11.48,44.60,1,11.39,44.50,5,11.31,44.93,4,11.35,44.84,3,11.40,44.69,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
3,10.97,55.57,2,10.96,55.46,5,10.87,55.80,4,10.86,55.70,1,10.62,55.31,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
3,10.10,1:05.67,1,10.03,1:05.49,5,10.09,1:05.89,4,10.01,1:05.71,2,10.18,1:05.49,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
4,9.41,1:15.08,1,9.42,1:14.91,5,9.36,1:15.25,3,9.32,1:15.03,2,9.49,1:14.98,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
4,9.22,1:24.30,1,9.08,1:23.99,5,9.21,1:24.46,2,9.08,1:24.11,3,9.21,1:24.19,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
4,9.19,1:33.49,1,9.23,1:33.22,5,9.06,1:33.52,2,9.18,1:33.29,3,9.20,1:33.39,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
5,9.21,1:42.70,1,9.10,1:42.32,4,9.07,1:42.59,2,9.11,1:42.40,3,9.08,1:42.47,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
5,8.94,1:51.64,1,8.99,1:51.31,3,8.87,1:51.46,2,9.02,1:51.42,4,9.04,1:51.51,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
5,8.61,2:00.25,1,8.60,1:59.91,2,8.50,1:59.96,3,8.61,2:00.03,4,8.64,2:00.15,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
5,8.65,2:08.90,1,8.42,2:08.33,2,8.54,2:08.50,3,8.59,2:08.62,4,8.66,2:08.81,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
5,10.27,2:19.167,1,8.72,2:17.047,2,8.63,2:17.130,3,8.65,2:17.271,4,8.72,2:17.530,2012-2013,"ISU World Cup 2012/2013, Calgary (CAN)",1500m,m,Heats,1
