Rafal PIORECKI POSITION,Rafal PIORECKI LAP TIME,Rafal PIORECKI ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
2,14.43,14.43,3,14.52,14.52,0,,,1,14.32,14.32
3,11.60,26.04,4,11.70,26.23,2,0.00,25.91,1,11.56,25.88
3,11.61,37.65,4,11.55,37.79,1,11.54,37.45,2,11.65,37.54
3,10.64,48.30,4,10.62,48.41,2,10.74,48.19,1,10.31,47.85
2,9.44,57.74,4,9.53,57.94,3,9.56,57.76,1,9.75,57.61
3,9.26,1:07.00,4,9.37,1:07.32,2,9.23,1:06.99,1,9.18,1:06.79
2,9.14,1:16.14,4,9.44,1:16.76,3,9.44,1:16.44,1,9.21,1:16.01
2,9.29,1:25.44,0,,,3,9.59,1:26.03,1,9.16,1:25.18
2,9.77,1:35.208,4,,1:36.704,3,9.84,1:35.863,1,9.66,1:34.835
