SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Fumihiko KAKUBARI POSITION,Fumihiko KAKUBARI LAP TIME,Fumihiko KAKUBARI ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME
5,13.430,13.430,2,13.120,13.120,1,12.930,12.930,4,13.290,13.290,3,13.210,13.210
5,10.790,24.230,3,10.920,24.050,1,10.780,23.710,4,10.790,24.090,2,10.750,23.970
5,10.120,34.360,2,10.020,34.070,1,10.310,34.020,3,10.150,34.240,4,10.300,34.280
4,9.890,44.250,1,9.970,44.040,2,10.020,44.050,3,9.900,44.140,5,10.030,44.310
5,10.230,54.480,1,9.890,53.930,3,10.110,54.160,2,10.010,54.160,4,10.160,54.480
4,9.500,1:03.990,1,9.760,1:03.700,2,9.650,1:03.820,3,9.770,1:03.930,5,9.850,1:04.330
2,9.310,1:13.310,1,9.510,1:13.210,4,9.850,1:13.680,3,9.470,1:13.410,5,9.890,1:14.230
1,9.290,1:22.610,3,9.680,1:22.890,5,9.600,1:23.290,4,9.680,1:23.100,2,8.460,1:22.690
1,9.690,1:32.300,2,9.860,1:32.750,4,9.750,1:33.040,3,9.870,1:32.970,5,12.650,1:35.350
