SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
1,6.38,6.38,4,7.20,7.20,2,6.81,6.81,3,6.98,6.98
1,9.04,15.42,4,9.07,16.27,2,8.93,15.74,3,8.84,15.82
1,8.30,23.72,4,8.53,24.80,3,8.92,24.66,2,8.57,24.39
1,8.94,32.66,3,8.61,33.41,4,8.80,33.46,2,8.80,33.19
1,8.77,41.427,3,8.98,42.381,4,9.14,42.591,2,9.14,42.323
