WOJNOWSKI Mariusz POSITION,WOJNOWSKI Mariusz LAP TIME,WOJNOWSKI Mariusz ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME
3,6.890,6.890,2,6.761,6.761,1,6.760,6.760,4,7.122,7.122
3,9.159,16.049,2,9.137,15.897,1,9.075,15.834,4,8.943,16.065
4,9.115,25.163,2,8.966,24.863,1,8.942,24.776,3,8.898,24.963
4,9.216,34.378,3,9.172,34.034,1,8.974,33.750,2,8.981,33.944
4,9.41,43.784,3,9.11,43.138,1,9.28,43.024,2,9.17,43.109
