SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME
2,7.00,7.00,1,6.60,6.60,4,7.46,7.46,3,7.27,7.27
1,8.94,15.95,2,9.44,16.05,3,8.85,16.31,4,9.04,16.32
2,8.55,24.50,1,8.05,24.10,3,8.58,24.90,4,8.59,24.92
2,8.46,32.97,1,8.65,32.76,3,8.58,33.49,4,8.68,33.60
1,8.85,41.816,2,9.25,42.001,3,9.00,42.481,4,8.90,42.494
