Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.78,6.78,3,7.15,7.15,2,7.08,7.08,4,7.33,7.33
1,9.28,16.06,3,9.18,16.33,2,9.18,16.26,4,9.11,16.44
1,8.73,24.79,2,8.77,25.10,4,9.01,25.27,3,8.79,25.23
1,8.93,33.72,2,8.85,33.95,4,8.99,34.26,3,8.88,34.11
1,9.22,42.940,2,9.04,42.989,4,8.99,43.249,3,9.11,43.217
