Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME
2,6.929,6.929,1,6.725,6.725,4,6.951,6.951,3,6.929,6.929
1,9.030,15.959,4,9.403,16.128,2,9.104,16.055,3,9.168,16.097
2,8.859,24.818,1,8.588,24.715,3,8.844,24.899,4,8.893,24.989
2,8.948,33.766,1,8.885,33.600,3,8.943,33.841,4,9.022,34.011
2,9.34,43.097,1,9.47,43.068,3,9.43,43.268,4,9.77,43.780
