Thibault METRAUX POSITION,Thibault METRAUX LAP TIME,Thibault METRAUX ELAPSED TIME,Shuta MATSUZU POSITION,Shuta MATSUZU LAP TIME,Shuta MATSUZU ELAPSED TIME,Daniil KRASNOKUTSKII POSITION,Daniil KRASNOKUTSKII LAP TIME,Daniil KRASNOKUTSKII ELAPSED TIME,Luca SPECHENHAUSER POSITION,Luca SPECHENHAUSER LAP TIME,Luca SPECHENHAUSER ELAPSED TIME,Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME
5,7.72,7.72,1,7.08,7.08,3,7.34,7.34,2,7.22,7.22,4,7.67,7.67
5,9.67,17.39,1,9.07,16.15,3,9.02,16.36,2,9.06,16.28,4,9.60,17.27
5,9.27,26.66,1,8.67,24.82,3,8.73,25.09,2,8.72,25.00,4,9.24,26.51
5,9.38,36.04,1,8.77,33.59,3,8.72,33.81,2,8.68,33.68,4,9.42,35.93
5,9.77,45.81,1,8.93,42.52,3,8.91,42.72,2,8.96,42.64,4,9.70,45.63
