Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
3,7.55,7.55,4,7.71,7.71,1,7.29,7.29,2,7.37,7.37
3,9.46,17.01,4,9.46,17.17,1,9.48,16.77,2,9.48,16.85
3,8.86,25.87,4,8.88,26.05,2,8.98,25.75,1,8.87,25.72
3,9.18,35.05,4,9.05,35.10,2,9.22,34.97,1,9.16,34.88
4,9.88,44.905,3,9.46,44.548,2,9.43,44.397,1,9.39,44.252
