KRUZBERGS Roberts POSITION,KRUZBERGS Roberts LAP TIME,KRUZBERGS Roberts ELAPSED TIME,LIN Xian-You POSITION,LIN Xian-You LAP TIME,LIN Xian-You ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
1,7.09,7.09,2,7.19,7.19,3,7.53,7.53,4,7.64,7.64
1,9.22,16.31,2,9.30,16.49,3,9.26,16.79,4,26.20,33.84
1,8.88,25.19,2,8.89,25.38,3,8.76,25.55,4,21.98,55.82
1,8.93,34.12,2,8.95,34.33,3,9.00,34.55,4,15.97,1:11.79
1,9.13,43.239,2,9.00,43.317,3,9.04,43.576,4,14.77,1:26.537
