Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME
1,13.590,13.590,3,13.780,13.780,2,13.680,13.680,4,13.910,13.910
1,11.000,24.590,3,11.050,24.840,2,10.990,24.680,4,10.990,24.900
1,10.710,35.310,3,10.680,35.530,2,10.700,35.380,4,10.660,35.570
1,10.570,45.890,3,10.610,46.140,2,10.670,46.050,4,10.660,46.230
1,10.320,56.210,3,10.450,56.600,2,10.290,56.350,4,10.440,56.670
1,10.150,1:06.370,3,10.190,1:06.790,2,10.260,1:06.610,4,10.240,1:06.910
1,10.210,1:16.580,3,10.120,1:16.910,2,10.050,1:16.660,4,10.050,1:16.970
1,10.120,1:26.710,4,10.870,1:27.790,2,10.480,1:27.150,3,10.280,1:27.250
1,10.510,1:37.220,4,11.740,1:39.530,3,10.860,1:38.010,2,9.990,1:37.240
