GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME
3,14.44,14.44,2,14.28,14.28,4,14.68,14.68,1,14.24,14.24
3,10.43,24.87,1,10.42,24.70,4,10.39,25.07,2,10.57,24.81
1,9.41,34.28,4,9.84,34.54,3,9.43,34.50,2,9.62,34.43
1,9.86,44.14,4,10.02,44.56,3,9.93,44.43,2,9.86,44.29
1,10.15,54.29,4,10.15,54.71,3,10.16,54.59,2,10.17,54.46
1,9.86,1:04.15,4,9.76,1:04.47,3,9.79,1:04.38,2,9.78,1:04.24
1,9.84,1:13.99,4,9.86,1:14.33,3,9.85,1:14.23,2,9.89,1:14.13
1,9.87,1:23.86,4,9.85,1:24.18,3,9.75,1:23.98,2,9.84,1:23.97
1,9.89,1:33.75,4,10.00,1:34.18,2,9.85,1:33.83,3,10.06,1:34.03
