Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME
4,14.889,14.889,1,14.542,14.542,3,14.759,14.759,2,14.545,14.545
2,10.336,25.225,3,10.860,25.402,4,10.738,25.497,1,10.674,25.218
3,10.539,35.764,4,20.450,45.851,2,9.992,35.488,1,9.923,35.141
2,10.341,46.105,4,12.699,58.550,3,10.651,46.138,1,10.674,45.815
2,10.658,56.762,4,10.630,1:09.179,3,10.701,56.839,1,10.842,56.656
2,10.318,1:07.080,4,10.817,1:19.996,3,10.367,1:07.206,1,10.350,1:07.006
3,10.279,1:17.358,4,10.843,1:30.839,1,9.904,1:17.110,2,10.180,1:17.185
3,10.075,1:27.433,4,11.346,1:42.184,2,10.299,1:27.408,1,10.164,1:27.349
2,10.44,1:37.869,4,11.74,1:53.924,3,10.60,1:37.999,1,10.47,1:37.810
