Murat TAHTACI POSITION,Murat TAHTACI LAP TIME,Murat TAHTACI ELAPSED TIME,Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
3,7.23,7.23,1,6.84,6.84,4,7.33,7.33,2,6.99,6.99
3,9.20,16.43,1,8.86,15.70,4,9.27,16.60,2,8.90,15.89
4,8.87,25.30,1,8.50,24.20,3,8.59,25.19,2,8.49,24.38
4,8.78,34.08,1,8.68,32.88,3,8.73,33.92,2,8.64,33.02
4,8.86,42.945,1,8.93,41.81,3,8.92,42.849,2,8.88,41.908
