DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
1,13.06,13.06,2,13.11,13.11,4,13.28,13.28,5,13.45,13.45,3,13.16,13.16,6,13.46,13.46
2,9.80,22.86,1,9.66,22.77,4,9.85,23.13,6,9.93,23.38,3,9.86,23.02,5,9.78,23.24
2,9.71,32.57,1,9.73,32.50,4,9.67,32.80,6,9.53,32.91,3,9.68,32.70,5,9.66,32.90
1,9.42,41.99,2,9.60,42.10,5,9.60,42.40,6,9.62,42.53,3,9.50,42.20,4,9.41,42.31
1,9.44,51.43,3,9.54,51.64,3,9.24,51.64,6,9.32,51.85,2,9.33,51.53,5,9.43,51.74
1,9.45,1:00.88,4,9.63,1:01.27,3,9.32,1:00.96,5,9.47,1:01.32,2,9.42,1:00.95,6,9.72,1:01.46
1,9.42,1:10.30,4,9.48,1:10.75,2,9.61,1:10.57,5,9.46,1:10.78,3,9.70,1:10.65,6,9.47,1:10.93
1,9.53,1:19.83,4,9.55,1:20.30,3,9.55,1:20.12,5,9.57,1:20.35,2,9.45,1:20.10,6,9.48,1:20.41
1,9.65,1:29.48,4,9.65,1:29.953,3,9.62,1:29.74,6,9.98,1:30.335,2,9.48,1:29.58,5,9.64,1:30.055
