JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
4,18.100,18.100,2,15.190,15.190,1,15.140,15.140,3,15.330,15.330
1,9.430,27.530,2,12.330,27.530,4,12.500,27.640,3,12.300,27.630
2,10.560,38.090,1,10.270,37.800,4,10.600,38.240,3,10.550,38.190
1,9.690,47.790,2,10.030,47.840,3,9.680,47.930,4,9.810,48.010
1,9.500,57.300,2,9.500,57.340,3,9.710,57.650,4,9.770,57.790
2,9.700,1:07.010,1,9.650,1:07.000,3,9.420,1:07.070,4,9.580,1:07.370
1,9.780,1:16.790,2,9.850,1:16.850,3,10.030,1:17.110,4,9.800,1:17.180
1,9.830,1:26.620,2,9.850,1:26.700,4,9.780,1:26.890,3,9.630,1:26.810
3,10.290,1:36.910,2,10.200,1:36.900,1,9.830,1:36.720,4,10.140,1:36.960
