Matus SUROVEC POSITION,Matus SUROVEC LAP TIME,Matus SUROVEC ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Ales GORECKI POSITION,Ales GORECKI LAP TIME,Ales GORECKI ELAPSED TIME
4,14.15,14.15,1,13.79,13.79,3,13.97,13.97,2,13.88,13.88
4,10.64,24.79,1,10.67,24.46,3,10.70,24.67,2,10.68,24.56
4,10.21,35.00,1,10.25,34.71,3,10.22,34.89,2,10.25,34.81
4,9.94,44.94,1,9.85,44.56,2,9.79,44.68,3,9.98,44.79
4,9.46,54.40,1,9.26,53.82,2,9.26,53.94,3,9.19,53.98
4,9.66,1:04.06,1,9.15,1:02.97,2,9.10,1:03.04,3,9.15,1:03.13
4,10.07,1:14.13,1,9.46,1:12.43,2,9.48,1:12.52,3,9.45,1:12.58
4,10.19,1:24.32,2,9.56,1:21.99,1,9.36,1:21.88,3,9.46,1:22.04
4,10.24,1:34.557,2,9.53,1:31.515,1,9.41,1:31.281,3,9.76,1:31.792
