WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
5,12.89,12.89,2,12.55,12.55,3,12.66,12.66,4,12.75,12.75,1,12.49,12.49
4,9.53,22.42,1,9.50,22.05,3,9.58,22.24,5,9.90,22.65,2,9.64,22.13
4,9.20,31.62,2,9.27,31.32,3,9.23,31.47,5,9.11,31.76,1,9.17,31.30
4,9.20,40.82,2,9.34,40.66,3,9.28,40.75,5,9.17,40.93,1,9.28,40.58
4,9.35,50.17,2,9.26,49.92,3,9.33,50.08,5,9.40,50.33,1,9.33,49.91
4,8.96,59.13,1,8.94,58.86,3,8.95,59.03,5,8.93,59.26,2,9.02,58.93
4,8.89,1:08.02,1,8.84,1:07.70,3,8.88,1:07.91,5,9.08,1:08.34,2,8.86,1:07.79
4,8.85,1:16.87,1,8.93,1:16.63,3,8.88,1:16.79,5,9.27,1:17.61,2,8.93,1:16.72
0,,PEN,1,9.17,1:25.791,3,9.28,1:26.066,4,9.77,1:27.377,2,9.13,1:25.846
