Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,KONG Xue POSITION,KONG Xue LAP TIME,KONG Xue ELAPSED TIME
1,13.43,13.43,2,13.56,13.56,3,13.67,13.67,4,13.75,13.75
1,10.38,23.81,2,10.37,23.93,3,10.36,24.03,4,10.39,24.14
1,10.15,33.96,2,10.15,34.08,3,10.12,34.15,4,10.11,34.25
1,10.22,44.18,2,10.20,44.28,3,10.22,44.37,4,10.24,44.49
1,10.20,54.38,2,10.21,54.49,3,10.20,54.57,4,10.14,54.63
1,10.03,1:04.41,2,9.96,1:04.45,3,10.00,1:04.57,4,10.01,1:04.64
2,9.72,1:14.13,1,9.54,1:13.99,4,9.62,1:14.19,3,9.52,1:14.16
2,9.64,1:23.77,1,9.71,1:23.70,4,9.76,1:23.95,3,9.67,1:23.83
2,9.84,1:33.606,1,9.81,1:33.504,4,10.07,1:34.018,3,9.86,1:33.690
