Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Mikael MESSING POSITION,Mikael MESSING LAP TIME,Mikael MESSING ELAPSED TIME,Arno JASPERS POSITION,Arno JASPERS LAP TIME,Arno JASPERS ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
0,14.561,14.561,0,14.335,14.335,0,14.342,14.342,0,14.573,14.573
0,11.830,26.391,0,11.968,26.303,0,11.850,26.192,0,12.040,26.612
0,12.042,38.433,0,11.881,38.183,0,12.043,38.235,0,11.671,38.283
0,11.215,49.647,0,11.321,49.505,0,11.356,49.590,0,11.430,49.713
0,9.935,59.583,0,10.035,59.539,0,9.858,59.449,0,10.165,59.878
0,9.738,1:09.321,0,9.806,1:09.345,0,9.800,1:09.249,0,9.642,1:09.520
0,21.770,1:31.091,0,10.141,1:19.486,0,9.527,1:18.776,0,9.774,1:19.294
0,14.625,1:45.716,0,9.820,1:29.306,0,9.650,1:28.426,0,9.180,1:28.474
0,,,0,,,0,,,0,,
