Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Christopher JARDEN POSITION,Christopher JARDEN LAP TIME,Christopher JARDEN ELAPSED TIME
1,6.96,6.96,2,7.13,7.13,3,7.33,7.33,4,7.70,7.70,5,8.01,8.01
1,8.92,15.88,2,8.99,16.12,3,8.99,16.32,4,9.71,17.41,5,9.72,17.73
1,8.57,24.45,2,8.66,24.78,3,8.63,24.95,4,9.47,26.88,5,9.22,26.95
1,8.70,33.15,2,8.74,33.52,3,8.68,33.63,4,9.56,36.44,5,9.51,36.46
1,8.88,42.03,2,9.02,42.54,3,8.99,42.606,5,10.31,46.728,4,10.10,46.517
