Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,Jelle de BRUYN POSITION,Jelle de BRUYN LAP TIME,Jelle de BRUYN ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
1,7.004,7.004,4,7.308,7.308,3,7.239,7.239,2,7.053,7.053
1,9.392,16.395,4,9.555,16.863,3,9.395,16.633,2,9.424,16.477
1,9.139,25.534,4,9.099,25.962,3,9.033,25.666,2,9.114,25.590
1,9.356,34.889,4,9.498,35.459,3,9.488,35.153,2,9.358,34.948
3,9.77,44.657,4,9.88,45.335,2,9.44,44.591,1,9.59,44.533
