LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,LIU Songbo POSITION,LIU Songbo LAP TIME,LIU Songbo ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME
2,7.06,7.06,3,7.28,7.28,1,6.85,6.85,4,7.39,7.39
2,9.12,16.18,3,9.11,16.39,1,9.05,15.90,4,9.17,16.56
2,8.56,24.74,3,8.54,24.93,1,8.75,24.65,4,8.59,25.15
2,8.86,33.60,3,8.84,33.77,1,8.86,33.51,4,8.77,33.92
1,8.79,42.387,3,8.78,42.546,2,8.99,42.499,4,8.80,42.719
