Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
5,12.921,12.921,1,12.217,12.217,2,12.541,12.541,4,12.813,12.813,3,12.544,12.544
5,9.927,22.848,1,9.994,22.211,3,10.098,22.639,4,10.008,22.821,2,10.032,22.576
5,9.254,32.102,1,9.235,31.446,4,9.249,31.888,2,8.785,31.606,3,9.264,31.840
4,9.411,41.513,1,9.663,41.108,3,9.526,41.413,2,9.568,41.174,5,9.700,41.540
5,9.767,51.280,1,9.418,50.526,4,9.571,50.984,2,9.697,50.871,3,9.436,50.976
2,9.211,1:00.490,4,10.102,1:00.629,5,10.058,1:01.042,3,9.657,1:00.528,1,9.169,1:00.145
3,9.822,1:10.312,4,9.701,1:10.330,5,9.645,1:10.686,2,9.591,1:10.119,1,9.744,1:09.888
4,9.369,1:19.682,3,9.304,1:19.634,5,10.395,1:21.081,2,9.338,1:19.457,1,9.525,1:19.413
2,9.449,1:29.130,4,9.652,1:29.286,5,11.265,1:32.346,1,9.533,1:28.990,3,9.719,1:29.131
