J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Benjamin MACE POSITION,Benjamin MACE LAP TIME,Benjamin MACE ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
4,13.03,13.03,2,12.85,12.85,3,12.99,12.99,1,12.83,12.83,5,13.22,13.22
4,10.21,23.25,2,10.20,23.05,3,10.08,23.07,1,9.98,22.81,5,10.22,23.44
3,9.99,33.24,2,10.08,33.14,4,10.21,33.28,1,10.17,32.98,5,9.95,33.39
4,9.55,42.80,2,9.50,42.65,3,9.49,42.78,1,9.67,42.65,5,9.62,43.02
3,9.48,52.28,2,9.59,52.25,4,9.60,52.38,1,9.50,52.16,5,9.52,52.54
3,9.45,1:01.74,2,9.32,1:01.58,4,9.46,1:01.84,1,9.36,1:01.52,5,9.52,1:02.07
4,9.39,1:11.13,3,9.54,1:11.12,2,9.17,1:11.02,1,9.48,1:11.01,5,9.33,1:11.40
2,9.10,1:20.23,4,9.39,1:20.51,3,9.35,1:20.38,1,9.09,1:20.11,5,9.34,1:20.74
1,9.20,1:29.428,4,9.80,1:30.307,3,9.82,1:30.198,2,9.65,1:29.753,5,9.70,1:30.435
