HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME
1,12.40,12.40,2,12.49,12.49,3,12.59,12.59,5,12.75,12.75,4,12.60,12.60
1,9.42,21.82,2,9.37,21.86,4,9.50,22.09,5,9.35,22.10,3,9.38,21.98
3,9.20,31.02,1,8.99,30.85,5,9.11,31.20,4,9.01,31.11,2,8.96,30.94
2,9.09,40.11,1,9.17,40.02,5,9.15,40.35,4,9.07,40.18,3,9.23,40.17
1,8.99,49.10,2,9.13,49.15,5,9.41,49.76,3,9.14,49.32,4,9.25,49.42
1,8.97,58.07,2,9.01,58.16,5,8.96,58.72,3,8.95,58.27,4,8.97,58.39
1,8.91,1:06.98,2,8.91,1:07.07,5,8.86,1:07.58,3,8.82,1:07.09,4,8.92,1:07.31
1,8.82,1:15.80,2,8.80,1:15.87,5,9.08,1:16.66,3,8.95,1:16.04,4,8.95,1:16.26
1,8.91,1:24.71,2,8.90,1:24.77,5,9.57,1:26.232,3,8.85,1:24.89,4,9.00,1:25.261
