Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME
1,13.21,13.21,3,13.40,13.40,2,13.25,13.25,4,13.60,13.60
1,10.32,23.53,2,10.19,23.59,3,10.35,23.60,4,10.30,23.90
1,9.92,33.45,3,10.05,33.64,2,9.88,33.48,4,9.97,33.87
1,10.26,43.71,3,10.23,43.87,2,10.28,43.76,4,10.21,44.08
1,10.14,53.85,3,10.17,54.04,2,10.23,53.99,4,10.16,54.24
1,10.03,1:03.88,3,9.99,1:04.03,2,10.03,1:04.02,4,10.18,1:04.42
1,9.92,1:13.80,3,9.92,1:13.95,2,9.91,1:13.93,4,10.26,1:14.68
1,9.95,1:23.75,3,10.03,1:23.98,2,10.01,1:23.94,4,10.50,1:25.18
1,10.14,1:33.89,3,10.08,1:34.06,2,9.98,1:33.92,4,10.81,1:35.99
