MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,DANNEEL Alexandra POSITION,DANNEEL Alexandra LAP TIME,DANNEEL Alexandra ELAPSED TIME
2,7.45,7.45,1,7.31,7.31,3,7.58,7.58,4,7.75,7.75
2,9.27,16.72,1,9.31,16.62,3,9.49,17.07,4,9.53,17.28
2,8.89,25.61,1,8.89,25.51,3,9.17,26.24,4,9.09,26.37
2,9.12,34.73,1,9.13,34.64,3,9.57,35.81,4,9.46,35.83
2,9.43,44.16,1,9.44,44.08,4,9.93,45.747,3,9.64,45.471
