AHN Se Jung POSITION,AHN Se Jung LAP TIME,AHN Se Jung ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME
1,7.13,7.13,3,7.44,7.44,4,7.51,7.51,2,7.36,7.36
1,9.39,16.52,2,9.11,16.55,4,9.63,17.14,3,9.67,17.03
1,8.41,24.93,2,8.98,25.53,4,8.92,26.06,3,8.64,25.67
1,9.09,34.02,2,9.04,34.57,4,9.11,35.17,3,8.93,34.60
1,9.71,43.723,2,9.22,43.790,4,8.95,44.119,3,9.25,43.850
