Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,13.29,13.29,3,13.41,13.41,2,13.37,13.37,4,13.70,13.70
1,9.75,23.04,3,9.85,23.26,2,9.74,23.11,4,9.70,23.40
1,9.66,32.70,3,9.67,32.93,2,9.65,32.76,4,9.69,33.09
1,9.51,42.21,3,9.50,42.43,2,9.56,42.32,4,9.48,42.57
1,9.22,51.43,3,9.26,51.69,2,9.23,51.55,4,9.23,51.80
1,9.10,1:00.53,3,9.04,1:00.73,2,9.09,1:00.64,4,9.07,1:00.87
1,9.00,1:09.53,3,9.05,1:09.78,2,9.05,1:09.69,4,9.01,1:09.88
1,9.11,1:18.64,4,9.25,1:19.03,3,9.28,1:18.97,2,9.04,1:18.92
2,9.22,1:27.857,3,9.42,1:28.448,4,9.81,1:28.771,1,8.78,1:27.695
