HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
1,13.890,13.890,3,14.140,14.140,2,14.010,14.010,4,14.380,14.380
1,10.980,24.880,2,10.840,24.980,3,11.020,25.040,4,10.820,25.200
1,10.230,35.120,2,10.260,35.240,3,10.250,35.290,4,10.270,35.480
1,9.950,45.070,3,9.980,45.230,2,9.930,45.230,4,10.070,45.560
1,9.870,54.950,3,9.860,55.100,2,9.770,55.000,4,9.600,55.160
1,9.560,1:04.510,4,9.670,1:04.770,2,9.610,1:04.620,3,9.520,1:04.680
1,9.200,1:13.720,4,9.340,1:14.110,3,9.250,1:13.870,2,9.140,1:13.820
1,9.100,1:22.820,3,9.250,1:23.370,4,9.680,1:23.560,2,9.340,1:23.160
1,9.170,1:31.990,3,9.590,1:32.970,4,9.470,1:33.030,2,9.120,1:32.280
