Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME
1,7.21,7.21,4,7.60,7.60,2,7.37,7.37,3,7.57,7.57
1,9.95,17.16,4,9.80,17.40,3,10.00,17.38,2,9.72,17.30
1,9.38,26.55,4,9.39,26.80,3,9.36,26.74,2,9.44,26.74
1,9.63,36.18,4,9.65,36.45,3,9.67,36.42,2,9.60,36.35
1,9.95,46.121,3,9.83,46.275,4,9.99,46.403,2,9.89,46.239
