Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
2,7.229,7.229,3,7.318,7.318,1,7.109,7.109,4,7.355,7.355
1,9.263,16.492,2,9.369,16.686,4,9.655,16.764,3,9.410,16.764
2,8.941,25.432,3,8.852,25.538,1,8.525,25.289,4,8.802,25.566
2,8.918,34.350,3,8.978,34.516,1,8.958,34.247,4,9.034,34.600
3,9.52,43.865,2,9.10,43.615,1,9.14,43.384,4,9.38,43.980
