KIM Hyun-Kon POSITION,KIM Hyun-Kon LAP TIME,KIM Hyun-Kon ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Sascha HOFMANN POSITION,Sascha HOFMANN LAP TIME,Sascha HOFMANN ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
5,16.592,16.592,3,16.104,16.104,4,16.234,16.234,2,16.021,16.021,1,15.997,15.997
5,12.741,29.332,3,12.819,28.922,4,12.819,29.053,2,12.771,28.791,1,12.680,28.677
5,11.775,41.107,3,11.769,40.691,4,11.897,40.950,1,11.723,40.514,2,12.004,40.680
5,11.505,52.612,3,11.469,52.159,4,11.326,52.275,1,11.496,52.010,2,11.470,52.149
5,9.798,1:02.409,3,9.714,1:01.873,4,9.926,1:02.201,1,9.572,1:01.581,2,9.579,1:01.728
4,8.984,1:11.392,3,9.381,1:11.253,5,9.514,1:11.714,2,9.431,1:11.011,1,9.149,1:10.877
3,9.152,1:20.544,4,9.588,1:20.841,5,9.592,1:21.305,2,9.482,1:20.492,1,9.277,1:20.154
3,9.357,1:29.900,4,9.880,1:30.721,5,10.051,1:31.356,2,9.185,1:29.676,1,9.366,1:29.520
1,9.17,1:39.069,4,10.44,1:41.161,5,10.19,1:41.539,3,10.73,1:40.398,2,9.93,1:39.444
