Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
3,13.710,13.710,2,13.572,13.572,4,14.430,14.430,1,13.538,13.538
2,10.687,24.397,3,10.832,24.404,4,9.998,24.428,1,10.703,24.241
2,9.874,34.270,1,9.622,34.025,3,9.846,34.273,4,10.062,34.303
2,9.556,43.826,1,9.545,43.569,3,9.594,43.867,4,9.617,43.919
3,9.543,53.369,2,9.680,53.248,4,9.636,53.503,1,9.275,53.193
2,9.589,1:02.958,3,9.733,1:02.981,4,9.592,1:03.094,1,9.685,1:02.878
4,10.010,1:12.967,2,9.770,1:12.750,3,9.800,1:12.894,1,9.745,1:12.623
4,9.795,1:22.762,3,9.925,1:22.675,2,9.686,1:22.580,1,9.688,1:22.310
4,10.37,1:33.129,3,10.26,1:32.934,2,10.34,1:32.914,1,9.91,1:32.216
