Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME
1,7.04,7.04,2,7.14,7.14,4,7.40,7.40,3,7.30,7.30
1,9.27,16.31,2,9.31,16.45,4,9.26,16.66,3,9.27,16.57
1,8.59,24.90,3,8.57,25.02,4,8.55,25.21,2,8.44,25.01
1,8.82,33.72,4,9.02,34.04,3,8.68,33.89,2,8.79,33.80
1,9.17,42.89,4,9.06,43.108,3,9.12,43.01,2,9.15,42.95
