Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.90,6.90,2,7.13,7.13,3,7.17,7.17,4,7.35,7.35
1,9.11,16.01,3,9.27,16.40,2,9.15,16.32,4,9.09,16.44
1,8.60,24.61,4,8.84,25.24,2,8.77,25.09,3,8.77,25.21
1,8.69,33.30,4,8.94,34.18,2,8.83,33.92,3,8.85,34.06
1,8.86,42.158,0,,PEN,3,9.94,43.853,2,9.10,43.154
