Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,CUI Liang POSITION,CUI Liang LAP TIME,CUI Liang ELAPSED TIME
3,6.755,6.755,2,6.711,6.711,4,6.798,6.798,1,6.416,6.416,5,6.897,6.897
1,9.105,15.859,5,30.563,37.273,2,9.771,16.569,3,11.096,17.512,4,30.272,37.169
1,8.890,24.749,5,12.451,49.724,2,8.365,24.934,3,8.279,25.790,4,12.335,49.503
1,8.931,33.680,5,10.197,59.920,2,8.900,33.833,3,9.218,35.008,4,9.945,59.447
1,9.55,43.221,4,10.06,1:09.971,2,9.47,43.298,3,9.78,44.784,0,,DQ
