Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,RI Hyang Mi POSITION,RI Hyang Mi LAP TIME,RI Hyang Mi ELAPSED TIME
2,7.88,7.88,1,7.57,7.57
2,10.03,17.92,1,10.08,17.66
2,9.67,27.59,1,9.71,27.37
2,9.76,37.35,1,9.86,37.23
1,9.33,46.673,2,10.37,47.593
