OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME,MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME
2,7.16,7.16,1,7.00,7.00,3,7.34,7.34,4,7.49,7.49,5,7.59,7.59
2,9.16,16.32,1,9.16,16.16,3,9.20,16.54,4,9.15,16.64,5,9.20,16.79
2,8.69,25.01,1,8.78,24.94,3,8.61,25.15,4,8.63,25.27,5,9.04,25.83
2,8.93,33.94,1,8.90,33.84,3,8.94,34.09,4,8.84,34.11,5,9.23,35.06
2,9.19,43.135,1,9.22,43.06,4,9.37,43.466,3,9.24,43.358,5,9.52,44.580
