FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,SEO Whi Min POSITION,SEO Whi Min LAP TIME,SEO Whi Min ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
1,7.11,7.11,2,7.28,7.28,3,7.54,7.54,4,7.68,7.68,5,7.77,
1,9.29,16.40,2,9.25,16.53,3,9.18,16.72,4,9.16,16.84,5,9.18,
1,8.79,25.19,2,8.79,25.32,3,8.70,25.42,5,8.85,25.69,4,8.58,
1,8.88,34.07,2,8.86,34.18,3,8.90,34.32,4,8.81,34.50,5,19.21,
1,9.13,43.20,2,9.16,43.34,3,9.07,43.392,4,9.08,43.582,5,21.28,
