van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
1,7.16,7.16,2,7.31,7.31,3,7.57,,4,7.74,7.74,5,7.89,7.89
1,9.28,16.44,2,9.21,16.52,3,9.07,,4,9.09,16.83,5,9.17,17.06
1,8.78,25.22,3,8.87,25.39,2,8.67,,4,8.68,25.51,5,8.78,25.84
1,8.87,34.09,2,8.76,34.15,3,8.85,,4,8.82,34.33,5,8.94,34.78
1,9.14,43.23,3,9.46,43.61,5,10.43,,2,8.99,43.32,4,9.29,44.079
