Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME
1,6.79,6.79,2,6.89,6.89,3,7.14,7.14,4,7.33,7.33
1,8.65,15.44,2,8.65,15.54,3,8.60,15.74,4,8.85,16.18
1,8.22,23.66,2,8.22,23.76,3,8.16,23.90,4,8.31,24.49
1,8.35,32.01,2,8.33,32.09,3,8.30,32.20,4,8.53,33.02
1,8.50,40.51,2,8.52,40.61,3,8.45,40.632,4,8.96,41.956
