Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
1,13.74,13.74,3,13.98,13.98,2,13.85,13.85,4,14.10,14.10
1,9.89,23.63,3,9.80,23.78,2,9.87,23.72,4,9.88,23.98
1,9.60,33.23,2,9.58,33.36,3,9.64,33.36,4,9.48,33.46
1,9.57,42.80,3,9.74,43.10,2,9.56,42.92,4,9.85,43.31
1,9.64,52.44,3,9.52,52.62,2,9.61,52.53,4,9.83,53.14
1,9.77,1:02.21,3,9.81,1:02.43,2,9.79,1:02.32,4,9.92,1:03.06
1,9.93,1:12.14,3,9.94,1:12.37,2,9.95,1:12.27,4,10.28,1:13.34
1,10.08,1:22.22,3,10.05,1:22.42,2,10.12,1:22.39,4,10.65,1:23.99
1,10.07,1:32.290,2,9.93,1:32.342,3,10.51,1:32.896,4,10.94,1:34.924
