Alexander SEKISOV POSITION,Alexander SEKISOV LAP TIME,Alexander SEKISOV ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
2,6.905,6.905,3,7.035,7.035,1,6.896,6.896,4,7.367,7.367
1,9.292,16.197,3,9.396,16.431,2,9.511,16.407,4,9.291,16.657
3,9.328,25.524,2,9.083,25.513,1,9.057,25.464,4,9.180,25.837
2,9.183,34.706,1,8.974,34.487,3,9.476,34.940,4,9.256,35.092
2,9.61,44.310,1,9.80,44.288,3,9.49,44.425,4,9.63,44.714
