Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Tomasz WROBLEWSKI POSITION,Tomasz WROBLEWSKI LAP TIME,Tomasz WROBLEWSKI ELAPSED TIME
0,6.941,6.941,0,,,0,7.186,7.186,0,7.377,7.377
0,9.203,16.144,0,,,0,9.260,16.446,0,9.417,16.794
0,8.830,24.974,0,,,0,8.957,25.403,0,9.070,25.864
0,9.035,34.009,0,,34.293,0,9.014,34.417,0,9.162,35.026
0,,,0,,,0,,,0,,
