PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,6.82,6.82,4,7.27,7.27,2,6.98,6.98,3,7.19,7.19
1,9.01,15.83,4,9.21,16.48,2,8.97,15.95,3,9.25,16.44
1,8.53,24.36,3,8.73,25.21,2,8.50,24.45,4,8.86,25.30
1,8.64,33.00,3,8.96,34.17,2,8.63,33.08,4,8.90,34.20
1,8.80,41.800,4,9.37,43.538,2,8.83,41.901,3,9.06,43.260
