Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Denis ZASLAVSKY POSITION,Denis ZASLAVSKY LAP TIME,Denis ZASLAVSKY ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME
2,6.846,6.846,1,6.689,6.689,3,6.866,6.866,4,7.136,7.136
1,9.333,16.178,3,9.566,16.255,2,9.339,16.204,4,9.461,16.596
3,9.225,25.403,2,9.032,25.287,1,8.897,25.101,4,8.849,25.444
2,9.133,34.536,3,9.312,34.598,1,8.793,33.893,4,9.216,34.659
2,9.71,44.242,3,9.68,44.273,1,10.31,44.196,4,9.83,44.487
