SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,13.303,13.303,2,13.433,13.433,3,13.686,13.686,5,13.898,13.898,4,13.761,13.761
2,10.837,24.140,3,10.748,24.181,4,10.652,24.338,5,10.493,24.391,1,9.875,23.636
1,10.325,34.465,3,10.415,34.595,4,10.480,34.818,5,10.502,34.892,2,10.939,34.575
1,10.115,44.580,3,10.214,44.809,4,10.276,45.093,5,10.232,45.125,2,10.184,44.759
1,10.463,55.043,3,10.467,55.277,5,10.411,55.505,4,10.377,55.502,2,10.340,55.098
2,9.994,1:05.037,3,9.999,1:05.276,4,9.994,1:05.499,5,10.092,1:05.594,1,9.812,1:04.910
2,9.246,1:14.282,3,9.300,1:14.576,4,9.376,1:14.875,5,9.457,1:15.051,1,9.294,1:14.204
2,9.246,1:23.528,3,9.112,1:23.688,4,9.382,1:24.256,5,9.498,1:24.548,1,9.291,1:23.495
1,9.357,1:32.886,3,9.374,1:33.062,4,10.118,1:34.375,5,9.836,1:34.385,2,9.509,1:33.004
