JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,Bartosz BIELECKI POSITION,Bartosz BIELECKI LAP TIME,Bartosz BIELECKI ELAPSED TIME,Kaloyan ANGELOV POSITION,Kaloyan ANGELOV LAP TIME,Kaloyan ANGELOV ELAPSED TIME,Adam TIMAR POSITION,Adam TIMAR LAP TIME,Adam TIMAR ELAPSED TIME,SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME
1,6.88,6.88,4,7.46,7.46,5,7.89,7.89,2,7.07,7.07,3,7.28,7.28
1,8.92,15.80,4,9.25,16.71,5,9.75,17.64,2,9.25,16.32,3,9.16,16.44
1,9.05,24.85,4,8.70,25.41,5,9.64,27.28,3,9.00,25.32,2,8.74,25.18
1,8.95,33.80,4,9.10,34.51,5,9.79,37.07,3,9.09,34.41,2,8.85,34.03
1,9.11,42.91,4,9.62,44.13,5,10.10,47.155,3,9.35,43.76,2,9.05,43.08
